,utt,intent,index
9408,are you able to figure out where my package is,order_status,94
9409,order status,order_status,94
9410,is my order being delivered soon,order_status,94
9411,where's my package,order_status,94
9412,do you know where my package is,order_status,94
9413,"check status on my deliver, has it been delivered",order_status,94
9414,is my order shown as delivered,order_status,94
9415,did my order ship,order_status,94
9416,can you tell where my package is,order_status,94
9417,is my package able to be tracked by you,order_status,94
9418,can you find my package,order_status,94
9419,can you locate my package,order_status,94
9420,are you able to tack my package,order_status,94
9421,has my online order shipped yet,order_status,94
9422,i need to know what the most recent update is on the status of my online purchase,order_status,94
9423,look up the status of the order i placed online,order_status,94
9424,check to see the status of my recent online order,order_status,94
9425,find out the status of my most recent online purchase,order_status,94
9426,"i ordered some curtains off amazon, can you tell me if it's been shipped yet",order_status,94
9427,what's the status of my order,order_status,94
9428,can you check on the status of my orders at amazon,order_status,94
9429,can you tell me what the status of my last amazon order is,order_status,94
9430,can you tell me if my last amazon order is coming today,order_status,94
9431,show me tracking on my order,order_status,94
9432,what is the status of my order,order_status,94
9433,can you update me on my last amazon orders,order_status,94
9434,"i just placed my order today, what is the status of it",order_status,94
9435,can i please get the status my order,order_status,94
9436,my order was put in and i was wonder how i can see the status of it,order_status,94
9437,i submitted my order is there any updates on it yet,order_status,94
9438,"hey, i just put in my order and i was wondering what the status of it",order_status,94
9439,what's the current location of my package,order_status,94
9440,has my ordered arrived,order_status,94
9441,when will my package arrive,order_status,94
9442,can you see if my order was delivered,order_status,94
9443,did my order ever get distributed today,order_status,94
9444,where was my package last at,order_status,94
9445,can you help me find my package,order_status,94
9446,was my order dropped off,order_status,94
9447,where's my package right now,order_status,94
9448,would you track my package,order_status,94
9449,please track my package,order_status,94
9450,track my package now please,order_status,94
9451,could you please track my package,order_status,94
9452,i need you to track my package,order_status,94
9453,what is the status of my online order,order_status,94
9454,what's the status of the order i placed online last week with target,order_status,94
9455,please tell me the status of my last online order from walmart,order_status,94
9456,"can i still make changes to my order, or has it already been shipped",order_status,94
9457,i need an update on my online order from nespresso,order_status,94
9458,when can i expect to receive the order,order_status,94
9459,has my order been shipped,order_status,94
9460,can you give me a status update on my online order from amazon,order_status,94
9461,what is the status of my online order of coffee pods,order_status,94
9462,what is the status of my recent order,order_status,94
9463,can you please check on the status of my online order,order_status,94
9464,check up on the status of my online order,order_status,94
9465,online order: status,order_status,94
9466,check on the status of my order,order_status,94
9467,where is my order,order_status,94
9468,is my order here yet,order_status,94
9469,when will my order be delivered,order_status,94
9470,check the status of my order,order_status,94
9471,show me where my order is,order_status,94
9472,has my order been shipped yet,order_status,94
9473,can you check to see if my order has been delivered,order_status,94
9474,"could you check to see if my order has been delivered, please",order_status,94
9475,"can you check to see if my order has been delivered, please",order_status,94
9476,"could you check if my order has been delivered, please",order_status,94
9477,could you check to see if my order has been delivered,order_status,94
9478,has the order that i placed arrived,order_status,94
9479,is my order already here,order_status,94
9480,is my order due yet,order_status,94
9481,is the packaged delivered already,order_status,94
9482,has my order arrived yet,order_status,94
9483,how soon will me package arrive,order_status,94
9484,when can i expect my order,order_status,94
9485,check order number,order_status,94
9486,"track package, please",order_status,94
9487,are you able to track my package,order_status,94
9488,track my package,order_status,94
9489,what is the tracking on my package,order_status,94
9490,get the tracking on my package,order_status,94
9491,what is the status of my delivery order,order_status,94
9492,where is my delivery order,order_status,94
9493,has my delivery order arrived yet,order_status,94
9494,has my delivery order showed up,order_status,94
9495,"i ordered for delivery, has is arrived yet",order_status,94
9496,what is the status of my most recent order,order_status,94
9497,has my recent order shipped,order_status,94
9498,when will my order be here,order_status,94
9499,will my order be here by saturday,order_status,94
9500,how do i change my pin for number for my abc bank account,pin_change,95
9501,what do i need to do to change my abc bank account pin number,pin_change,95
9502,i have no idea what the pin is for my checking account,pin_change,95
9503,i cannot recall the pin for my savings account,pin_change,95
9504,i forgot the pin number for my college fund account,pin_change,95
9505,set up a new pin number on my college fund account and make it be 1234,pin_change,95
9506,i want 1234 to be the new pin number for my joint account,pin_change,95
9507,please change my checking account pin to 1234,pin_change,95
9508,i need to set up a new pin number for my college fund account,pin_change,95
9509,i want my savings account pin to be 1234 from now on,pin_change,95
9510,please change my retirement account pin number to 1234,pin_change,95
9511,my checking account needs a new pin number,pin_change,95
9512,i seem to have lost the pin for my retirement account,pin_change,95
9513,i would like to replace the pin number for my retirement account,pin_change,95
9514,i'd like to change my pin number for my checking account,pin_change,95
9515,i want a new pin for my savings account,pin_change,95
9516,i'm afraid i've forgotten the pin for my 401k account,pin_change,95
9517,i need help changing my pin,pin_change,95
9518,is there a way to get my pin number,pin_change,95
9519,is there a way to change my pin number for my savings account,pin_change,95
9520,i need my pin number,pin_change,95
9521,"how do i get my pin number, i forgot mine",pin_change,95
9522,help me change my pin number for my money market account,pin_change,95
9523,how do i get a new pin,pin_change,95
9524,tell me how i can get a new pin number,pin_change,95
9525,tell me how to retrieve my pin number,pin_change,95
9526,"help me, i forgot my pin number",pin_change,95
9527,what is the procedure for getting a new pin number,pin_change,95
9528,how do i change my pin number for my payroll account,pin_change,95
9529,change my pin number for my checking account,pin_change,95
9530,change my amex account pin to 1234,pin_change,95
9531,change my amex pin to 1234,pin_change,95
9532,swap my amex pin to 1234,pin_change,95
9533,switch my amex pin to 1234,pin_change,95
9534,set my amex pin to 1234,pin_change,95
9535,you need to change the pin on my bank of america account to be 1234,pin_change,95
9536,i need you to change the pin on my bank of america account to be 1234,pin_change,95
9537,i need to change my pin number for my account,pin_change,95
9538,i must change my pin number for my money market account,pin_change,95
9539,i cannot remember what my pin is for my bank of america checking account,pin_change,95
9540,i really need to change my pin number for my account,pin_change,95
9541,i cannot remember what my pin is for my bank of america checking account this moment,pin_change,95
9542,i want to change my pin number for my checking account,pin_change,95
9543,i want to change my pin number for my account,pin_change,95
9544,please go and change the pin on my bank of america account to be 1234,pin_change,95
9545,i must change my pin number for my account,pin_change,95
9546,go ahead and change the pin on my bank of america account to be 1234,pin_change,95
9547,i got to change my pin number for my account,pin_change,95
9548,i need to change my pin number for my savings account,pin_change,95
9549,i wanna change my pin number for my credit acount,pin_change,95
